a_hood,b_hood,a_scale,b_scale
Westerdokseiland,Westelijke eilanden,1,1
Westerdokseiland,Stationsplein e.o.,1,1
Westerdokseiland,Overhoeks,1,1
Westerdokseiland,Houthavens Oost,1,1
Westerdokseiland,Haarlemmerbuurt West,1,1
Westergasfabriek,Westerstaatsman,2,2
Westergasfabriek,Planciusbuurt,2,2
Westergasfabriek,GWL-terrein,2,2
Westergasfabriek,Fannius Scholtenbuurt,2,2
Westerstaatsman,Westergasfabriek,2,2
Westerstaatsman,GWL-terrein,2,2
Westerstaatsman,Fannius Scholtenbuurt,2,2
Westerstaatsman,Buyskade e.o.,2,2
Westhaven Noord,Westhaven Zuid,1,1
Westhaven Noord,Vervoerscentrum,1,1
Westhaven Noord,Sloterdijk III West,1,1
Westhaven Noord,Sloterdijk III Oost,1,1
Westhaven Noord,Sloterdijk II,1,1
Westhaven Noord,Petroleumhaven,1,1
Westhaven Noord,Amerikahaven,1,1
Westhaven Zuid,Westhaven Noord,1,1
Westhaven Zuid,Sloterdijk III Oost,1,1
Westhaven Zuid,Sloterdijk II,1,1
Westlandgrachtbuurt,Rembrandtpark Zuid,1,1
Westlandgrachtbuurt,Delflandpleinbuurt Oost,1,1
Westlandgrachtbuurt,Andreasterrein,1,1
Weteringbuurt,Van Loonbuurt,1,1
Weteringbuurt,Utrechtsebuurt Zuid,1,1
Weteringbuurt,Spiegelbuurt,1,1
Weteringbuurt,Frederikspleinbuurt,1,1
Weteringbuurt,Amstelveldbuurt,1,1
WG terrein,Vondelparkbuurt Midden,1,1
WG terrein,Helmersbuurt Oost,1,1
WG terrein,Da Costabuurt Zuid,1,1
Wielingenbuurt,Scheldebuurt West,2,2
Wielingenbuurt,Lizzy Ansinghbuurt,2,2
Wielingenbuurt,Harmoniehofbuurt,2,2
Wielingenbuurt,Diepenbrockbuurt,2,2
Wielingenbuurt,Cornelis Troostbuurt,2,2
Wildeman,Osdorpplein e.o.,1,1
Wildeman,Osdorper Bovenpolder,1,1
Wildeman,Ookmeer,1,1
Wildeman,Meer en Oever,1,1
Willemsparkbuurt Noord,Vondelpark Oost,2,2
Willemsparkbuurt Noord,Schinkelbuurt Noord,2,2
Willibrordusbuurt,Weesperzijde Midden/Zuid,1,1
Willibrordusbuurt,Van der Helstpleinbuurt,1,1
Willibrordusbuurt,Swammerdambuurt,1,1
Willibrordusbuurt,Sarphatiparkbuurt,1,1
Willibrordusbuurt,Hemonybuurt,1,1
Willibrordusbuurt,Diamantbuurt,1,1
Willibrordusbuurt,Burgemeester Tellegenbuurt Oost,1,1
Wittenburg,Oostenburg,1,1
Wittenburg,Oostelijke Handelskade,1,1
Wittenburg,Kattenburg,1,1
Wittenburg,Kadijken,1,1
Zaagpoortbuurt,Marnixbuurt Noord,2,2
Zaagpoortbuurt,Frederik Hendrikbuurt Noord,2,2
Zaagpoortbuurt,Bloemgrachtbuurt,2,2
Zeeburgerdijk Oost,Noordoostkwadrant Indische buurt,2,2
Zeeburgereiland Noordoost,Zeeburgereiland Zuidwest,1,1
Zeeburgereiland Noordoost,Zeeburgereiland Zuidoost,1,1
Zeeburgereiland Noordoost,Zeeburgereiland Noordwest,1,1
Zeeburgereiland Noordoost,Steigereiland Zuid,1,1
Zeeburgereiland Noordoost,Steigereiland Noord,1,1
Zeeburgereiland Noordoost,Schellingwoude Oost,1,1
Zeeburgereiland Noordoost,Durgerdam,1,1
Zeeburgereiland Noordwest,Zeeburgereiland Zuidwest,1,1
Zeeburgereiland Noordwest,Zeeburgereiland Zuidoost,1,1
Zeeburgereiland Noordwest,Zeeburgereiland Noordoost,1,1
Zeeburgereiland Noordwest,Sporenburg,1,1
Zeeburgereiland Noordwest,Schellingwoude West,1,1
Zeeburgereiland Noordwest,Schellingwoude Oost,1,1
Zeeburgereiland Noordwest,KNSM-eiland,1,1
Zeeburgereiland Noordwest,Bedrijvengebied Cruquiusweg,1,1
Zeeburgereiland Zuidoost,Zeeburgereiland Zuidwest,1,1
Zeeburgereiland Zuidoost,Zeeburgereiland Noordwest,1,1
Zeeburgereiland Zuidoost,Zeeburgereiland Noordoost,1,1
Zeeburgereiland Zuidoost,Steigereiland Zuid,1,1
Zeeburgereiland Zuidoost,Steigereiland Noord,1,1
Zeeburgereiland Zuidoost,Nieuwe Diep/Diemerpark,1,1
Zeeburgereiland Zuidwest,Zeeburgereiland Zuidoost,1,1
Zeeburgereiland Zuidwest,Zeeburgereiland Noordwest,1,1
Zeeburgereiland Zuidwest,Zeeburgereiland Noordoost,1,1
Zeeburgereiland Zuidwest,Sporenburg,1,1
Zeeburgereiland Zuidwest,Nieuwe Diep/Diemerpark,1,1
Zeeburgereiland Zuidwest,Flevopark,1,1
Zeeburgereiland Zuidwest,Bedrijvengebied Cruquiusweg,1,1
Zeeheldenbuurt,Planciusbuurt,2,2
Zorgvlied,Veluwebuurt,1,1
Zorgvlied,Rijnbuurt Midden,1,1
Zorgvlied,Overamstel,1,1
Zorgvlied,Amstelpark,1,1
Zorgvlied,Amstelglorie,1,1
Zuidas Noord,Zuiderhof,1,1
Zuidas Noord,VU-kwartier,1,1
Zuidas Noord,Vivaldi,1,1
Zuidas Noord,Van Tuyllbuurt,1,1
Zuidas Noord,RAI,1,1
Zuidas Noord,Olympisch Stadion e.o.,1,1
Zuidas Noord,Beatrixpark,1,1
Zuiderhof,Zuidas Noord,1,1
Zuiderhof,VU-kwartier,1,1
Zuiderhof,Buitenveldert West Midden,1,1
Zuiderhof,Amsterdamse Bos,1,1
Zuidoostkwadrant Indische buurt,Zuidwestkadrant Indische buurt,1,1
Zuidoostkwadrant Indische buurt,Science  Park Noord,1,1
Zuidoostkwadrant Indische buurt,Noordwestkwadrant Indische buurt Zuid,1,1
Zuidoostkwadrant Indische buurt,Flevopark,1,1
Zuidwestkadrant Indische buurt,Zuidoostkwadrant Indische buurt,1,1
Zuidwestkadrant Indische buurt,Science  Park Noord,1,1
Zuidwestkadrant Indische buurt,Polderweggebied,1,1
Zuidwestkadrant Indische buurt,Noordwestkwadrant Indische buurt Zuid,1,1
Zuidwestkwadrant Osdorp Noord,Zuidwestkwadrant Osdorp Zuid,2,2
Zuidwestkwadrant Osdorp Noord,Osdorp Midden Zuid,2,2
Zuidwestkwadrant Osdorp Zuid,Zuidwestkwadrant Osdorp Noord,2,2
Zuidwestkwadrant Osdorp Zuid,Dorp Sloten,2,2
Zunderdorp,Zwarte Gouw,1,1
Zunderdorp,Holysloot,1,1
Zunderdorp,De Weeren,1,1
Zunderdorp,Buikslotermeer Noord,1,1
Zwarte Gouw,Zunderdorp,1,1
Zwarte Gouw,Schellingwoude Oost,1,1
Zwarte Gouw,Schellingwoude Noord,1,1
Zwarte Gouw,Ransdorp,1,1
Zwarte Gouw,Holysloot,1,1
Zwarte Gouw,Durgerdam,1,1
Zwarte Gouw,De Weeren,1,1
